shipment_volume,distance_km,weather_delay_min,traffic_level,warehouse_load_pct,driver_experience_years,vehicle_age_years,order_priority,stops_count,delivery_time_min
122,366.3508519350264,0.0,Medium,86.80922628660778,13.019427512228509,3.2670473827035407,Standard,7,368.20870490448635
455,182.08860783038855,0.0,Low,95.03160420929555,7.206558227488111,11.416833827389626,Standard,9,228.02189383403078
368,36.63096631394504,33.34289537260466,Low,97.65042772443557,7.437637270500395,9.560974999392872,Standard,7,128.48495168334
290,41.79563139860537,0.0,Medium,57.82764470830963,9.598353615964664,2.157700396458899,Express,16,114.10638155857644
126,62.10458664632341,0.0,Medium,90.63010581898052,1.306549114833362,3.580088063029418,Standard,7,144.33032015219678
91,435.49225505511305,5.01681335968675,Medium,73.47759946629367,2.3458220776210887,0.050478543312447055,Standard,12,492.0513716838723
208,238.75208074932115,0.0,Medium,79.99660194536798,7.726584847357323,6.984029547371622,Standard,3,231.81977140535193
40,357.87677282564454,0.0,Medium,90.32348683292273,14.517250280737327,6.316754706419056,Standard,5,379.03703964979024
122,199.49012112442216,0.0,Low,43.45735864318034,12.732280759768537,1.966667361461584,Standard,6,186.52310838007588
141,133.06191897073907,0.0,High,96.58147242209586,13.395736749626142,4.071919076566415,Standard,17,197.66066490023144
486,176.8601229432949,13.251536118692432,High,70.58081087718466,2.4887478865522534,11.270646806700714,Standard,17,280.9305919066324
234,398.12026093200586,16.627025453589635,Medium,56.84021564020385,14.400046759530982,7.787923064451479,Standard,4,422.54258622019626
350,314.4819818905619,0.0,Low,57.01753192661684,11.084891709655034,10.355995152199712,Express,10,317.02309376374694
478,469.1316910791615,10.301121312500975,Medium,83.81502188408743,5.222433079355267,10.059738830475077,Standard,8,539.4280866804897
107,341.45386539553283,0.0,Medium,79.11289110344887,13.03477383939026,11.04791346610029,Standard,14,341.8098839751839
392,287.2399077185735,19.215095475055758,Low,82.41620593245256,11.335992852272984,0.4984883327507883,Standard,11,314.8187260835414
119,307.04702444798806,0.0,Medium,51.44470778757529,11.179391597445232,3.149650394575387,Standard,6,297.085979522544
379,471.4738625368652,14.974331648136957,Medium,46.062754049313206,11.151997002928194,4.986876521576107,Standard,13,527.4956897599744
171,395.15946028401953,16.339450731156333,High,81.92087744670366,12.112377681775992,7.6811718790348955,Standard,15,466.03425599938737
150,16.90041249638672,54.047625057351645,Low,54.40124739549708,14.253672826748495,7.29752081042259,Standard,12,104.6315907763177
169,269.39914958717014,0.0,Low,49.458349983137154,2.484639948354123,2.9532739875882426,Express,10,223.07295834666468
328,345.7275137155496,59.803688080427975,Medium,48.9495527261859,14.993075189513645,2.3136473454452426,Standard,12,424.8020527520997
277,375.6057468273817,25.62032299059583,High,44.6460606164525,13.148924451778639,5.248941293624018,Standard,4,408.37986040609974
363,110.50534906039866,44.89166471053203,Medium,62.74301761888656,6.903594468041801,3.0074323171284085,Standard,8,192.6145476233518
433,434.2527904534194,28.294772506540603,Medium,51.961657376621595,2.782849156886914,11.581342213513636,Standard,3,489.2570015086909
313,478.14235785170604,0.0,Low,93.10125588911043,7.079931606375418,11.585510264583693,Express,7,496.2359726729053
405,122.17407639321054,23.84112011680218,Medium,79.79407639532137,11.789870323045909,1.360232631187658,Express,3,160.9977227515446
211,441.8946514710367,0.018250689810209053,High,83.35103290667072,9.23557527664911,8.461125571799531,Standard,1,491.5708351354806
463,53.00448744546721,10.413395837545002,Medium,61.23468198661927,4.55348828236573,2.738735231685841,Express,14,165.1572011059114
296,32.57488387704637,0.0,High,74.0136186785001,6.398523348075291,8.609185650761185,Standard,3,144.29610186027685
180,68.96578105086093,0.0,Medium,67.55185964576307,14.337333323212246,9.205279775826568,Standard,2,91.0097203514705
479,33.581834336182816,28.14557768950083,High,45.884344933963504,12.15540240665798,0.5780029333667684,Standard,4,152.88249581153457
333,423.28105739210906,19.88321712328122,Low,38.11049017830099,2.2990059483297927,8.34417994159628,Standard,5,428.23217745572026
41,34.229821506844615,30.43614421068993,Low,79.42869955815459,8.40818344535295,10.761563853793536,Standard,6,122.60931416172184
272,139.47377472500946,0.0,Low,42.87620984979359,13.99928070937695,2.5956288435736514,Express,9,126.46674005407141
255,56.35939005024891,0.0,Medium,38.727694958470245,0.9974774297763,1.3868119885037382,Standard,10,126.27460980175051
364,151.23390797531366,31.830882819044028,Low,63.72137662365476,1.1169368574544047,6.801894457978948,Standard,5,207.3956202603812
68,49.82693646245564,30.498111654383084,Medium,82.97171405055694,10.892624601538481,6.209511013845252,Standard,7,140.66410789711617
494,335.66160911779195,15.807674015250806,High,84.97644855010427,8.845411621948548,10.629238892719789,Express,10,412.20319069323955
78,70.9967740895747,19.546061677518438,Medium,91.77552443654346,1.1669922324933597,5.4130307703047205,Standard,11,170.78383704114606
189,426.66373329024947,27.570686612355527,Low,47.94891146241967,14.942239035804,4.962594219167367,Express,17,450.41024906092605
495,409.5095701096873,15.267433666586658,High,99.06558559795242,8.91138178778442,8.567640733916036,Standard,8,485.3950715650414
207,11.762534307951663,21.66001046584329,Medium,84.60858967766609,7.6329812819584895,0.929135784573131,Standard,7,106.14938199912633
483,448.38454597998174,26.666808964465908,Medium,45.21886748676124,6.991607066477495,0.684520071474549,Express,14,506.6229066811838
290,19.327436787966697,10.316739065673776,High,89.6468835897017,10.659917083742256,6.059013589658399,Standard,11,150.22319738743687
209,123.62466355399053,5.77929197873186,High,67.43235271151562,7.146176901105602,1.068378899977244,Express,8,171.27784383608474
465,21.032623199117555,18.8769546436717,Medium,39.32551392258848,10.056613296645422,11.269577160023813,Standard,1,88.84332384968553
194,171.24252608446142,52.76305255364098,High,43.582715168901956,7.580846090716764,7.850894970812242,Standard,6,269.7144492970047
465,259.3639302280694,0.0,Medium,63.20306332410324,9.35540752771737,9.04378227767626,Standard,14,317.88546934638686
70,399.3392101624934,4.246677142430642,Medium,69.48294275426525,12.175198889582605,2.7464731664739315,Standard,5,393.79462189526663
383,172.3008674825689,0.0,Medium,96.58700710586201,12.34893725827871,5.928315976126031,Express,16,229.39104634552976
74,354.21756221319276,19.82646114461366,Medium,49.02131071238054,12.811199192383565,1.6061543549469777,Express,13,370.9696404039598
263,97.81470627389527,2.4611917486049926,Medium,65.81679316578258,3.4430609063681334,2.437244035845688,Express,16,192.07432847180291
339,376.54623608834254,0.0,Medium,49.682815503030184,1.386238558081843,6.818506019608197,Standard,14,437.50534416957265
150,121.81831992507259,10.855371265796022,Low,71.2960447802204,12.624007872069942,3.3589504120229092,Express,2,107.57988912967886
326,76.05465419216512,38.9033681709049,Medium,94.10567474316579,1.1133187573036212,11.005538117820377,Standard,2,173.92941083175043
154,96.77738093515688,5.663532337242946,Medium,71.9037871255868,3.5956158258592454,11.94291558681221,Express,3,133.30986635350664
40,95.12124879651842,7.310747389037241,High,68.15458503272194,8.12988257779367,0.04712023345588756,Express,9,147.9797886787626
348,258.8671252916106,38.20272470825327,Low,83.75841144968197,12.90378473886726,9.109185832229155,Express,13,295.3936600266126
186,423.17480268813233,11.909852317882665,High,44.59488042701433,13.503328568312908,1.384029914836301,Standard,10,480.4172715798641
293,44.404513111290285,0.0,High,93.86497437827383,9.60673449195384,6.895475335842768,Express,2,89.28554696827538
407,354.9433776542442,24.401985408526272,Medium,72.54620824277924,14.518001054291325,2.741802575880564,Express,9,381.8455934195503
108,328.90149752816455,32.24267930501686,Medium,79.61011198461426,11.084172559048913,11.578487152650538,Standard,8,384.98067048042884
335,436.8973761555344,8.393246692242348,Medium,88.23244944448595,8.152003828521625,10.509683866216093,Standard,13,518.166253161153
33,125.85304245091908,14.348874354876632,High,76.27746024305489,2.448373431364754,7.144775024104737,Standard,6,214.95508922176927
261,227.80438004908967,0.0,Medium,76.67833704193778,6.71738994993832,2.1121991950274466,Standard,9,237.22453271791292
284,463.2845503495411,0.0,Low,82.42539366278368,12.42394230474716,9.392175290558182,Standard,14,505.42264536391406
365,331.69675781698203,6.0052870875517055,Medium,38.39537616886718,4.612884400786049,6.243576237070535,Standard,2,358.8625281498265
